inout_travelling,operator,network_type,rating,calldrop_category,latitude,longitude,state_name,month,year
Outdoor,jio,4G,5,Satisfactory,26.25300595,82.07625937,Uttar Pradesh,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,30.6688259,76.7862289,Punjab,3,2017
Outdoor,jio,4G,1,Call Dropped,30.6689432,76.7862965,Punjab,3,2017
Outdoor,jio,4G,3,Satisfactory,23.23076219,72.50522954,Gujarat,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,28.61225667,77.33631667,Uttar Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,13.0947744,80.1943436,Tamil Nadu,3,2017
Outdoor,jio,4G,4,Satisfactory,22.43676853,87.71792932,West Bengal,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,25.5314202,82.9358791,Uttar Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,8.4987719,76.9501589,Kerala,3,2017
Outdoor,jio,4G,5,Satisfactory,12.23703863,76.7608076,Karnataka,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,26.4729982,80.2260316,Uttar Pradesh,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,25.5303754,82.9399043,Uttar Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,17.73223159,83.31027948,Andhra Pradesh,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,28.7113941,77.2209692,NCT,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Call Dropped,12.9690637,77.5345337,Karnataka,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,13.08012884,80.26241208,Tamil Nadu,3,2017
Outdoor,jio,4G,4,Satisfactory,13.09455145,80.19499342,Tamil Nadu,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,28.551695,77.1047731,Haryana,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,19.73086247,77.14532314,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,14.4217225,78.2230314,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,19.87001487,75.36969009,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,26.25299473,82.07622052,Uttar Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,28.61456425,77.35493633,Uttar Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,19.3617722,72.848807,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,22.43676853,87.71792932,West Bengal,3,2017
Outdoor,jio,4G,5,Satisfactory,22.71351333,75.89228667,Madhya Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,22.71351333,75.89228667,Madhya Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,22.71351333,75.89228667,Madhya Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,22.71351333,75.89228667,Madhya Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,22.55219251,88.40638638,West Bengal,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,23.3324158,75.0316208,Madhya Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Call Dropped,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,14.42277062,78.22348981,Andhra Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,22.3245236,70.7657714,Gujarat,3,2017
Outdoor,jio,4G,5,Satisfactory,22.4221282,87.3087091,West Bengal,3,2017
Outdoor,jio,4G,5,Satisfactory,22.7901106,86.1840264,Jharkhand,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,8.4860434,76.9348442,Kerala,3,2017
Outdoor,jio,4G,3,Satisfactory,11.2325532,79.4702817,Tamil Nadu,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,28.6242565,77.2840752,NCT,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,17.96439547,79.59294593,Telangana,3,2017
Outdoor,jio,4G,3,Satisfactory,17.9645269,79.59283536,Telangana,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,13.569982,76.598125,Karnataka,3,2017
Outdoor,jio,4G,5,Satisfactory,23.804174,92.7349388,Mizoram,3,2017
Outdoor,jio,4G,5,Satisfactory,23.804174,92.7349388,Mizoram,3,2017
Outdoor,jio,4G,5,Satisfactory,14.42244245,78.22332753,Andhra Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,23.4300685,88.3902444,West Bengal,3,2017
Outdoor,jio,4G,5,Satisfactory,30.73423963,76.74485513,Chandigarh,3,2017
Outdoor,jio,4G,5,Satisfactory,18.70296,78.95055333,Telangana,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,28.74975167,77.189095,NCT,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,25.6010344,85.1748498,Bihar,3,2017
Outdoor,jio,4G,4,Satisfactory,12.96898679,77.70515909,Karnataka,3,2017
Outdoor,jio,4G,4,Satisfactory,12.9572713,77.70091924,Karnataka,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,16.10403795,80.32816869,Andhra Pradesh,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,28.6446914,77.1205275,NCT,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,28.5442893,77.3049722,Uttar Pradesh,3,2017
Outdoor,jio,4G,2,Call Dropped,23.23200032,87.06579475,West Bengal,3,2017
Outdoor,jio,4G,1,Call Dropped,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,25.5943596,85.1223451,Bihar,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,12.86889058,74.86423548,Karnataka,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05513997,78.74733345,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05819432,78.74872533,Andhra Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,14.05895899,78.7507464,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05925436,78.74891877,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05732862,78.7501373,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.0575493,78.75012394,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05725999,78.75016648,Andhra Pradesh,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,14.06290409,78.755315,Andhra Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,14.0596586,78.7510588,Andhra Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,14.0596586,78.7510588,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.0551354,78.74723402,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05507401,78.74724994,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05819432,78.74872533,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05591637,78.75156399,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05813736,78.74863682,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.0575493,78.75012394,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05725999,78.75016648,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05652987,78.74723917,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05652987,78.74723917,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.0581793,78.74871586,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.0623567,78.7520155,Andhra Pradesh,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,14.06066181,78.75219214,Andhra Pradesh,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,14.06066181,78.75219214,Andhra Pradesh,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,14.06066181,78.75219214,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.0596586,78.7510588,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.06204128,78.75016454,Andhra Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05497243,78.74718231,Andhra Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,17.3629761,82.55148459,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,14.05497243,78.74718231,Andhra Pradesh,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Call Dropped,18.9876039,72.8336042,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,18.74178044,73.53211032,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,34.2920529,74.4743754,Kashmir,3,2017
Outdoor,jio,4G,5,Satisfactory,22.9235152,88.3774978,West Bengal,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,12.93487384,77.5619733,Karnataka,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,25.2693717,83.0138706,Uttar Pradesh,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,27.3776338,75.7291379,Rajasthan,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,25.3183323,83.01439163,Uttar Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,20.2841957,85.8253655,Odisha,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,13.1326609,77.6863912,Karnataka,3,2017
Outdoor,jio,4G,5,Satisfactory,26.7787398,82.1507524,Uttar Pradesh,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,22.80076126,86.19967062,Jharkhand,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,22.80076126,86.19967062,Jharkhand,3,2017
Outdoor,jio,4G,5,Satisfactory,22.78542434,86.16202861,Jharkhand,3,2017
Outdoor,jio,4G,4,Satisfactory,22.78823562,86.15851068,Jharkhand,3,2017
Outdoor,jio,4G,5,Satisfactory,26.7787398,82.1507524,Uttar Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,20.69394681,86.33832766,Odisha,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Call Dropped,22.4368115,87.71784899,West Bengal,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,25.78603202,84.71504208,Bihar,3,2017
Outdoor,jio,4G,4,Satisfactory,17.4109076,78.3319007,Telangana,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,12.288285,76.63653333,Karnataka,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,8.970541881,77.30233061,Tamil Nadu,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,22.56227722,88.21303396,West Bengal,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,3,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,28.502925,77.38116167,Uttar Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,26.7787398,82.1507524,Uttar Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,17.14903197,78.21229543,Telangana,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,22.43673406,87.7175931,West Bengal,3,2017
Outdoor,jio,4G,1,Call Dropped,19.00725792,72.85065648,Maharashtra,3,2017
Outdoor,jio,4G,1,Call Dropped,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,18.65838455,73.79309533,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,18.65745509,73.79351419,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,18.65801283,73.79330163,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,18.65749531,73.79273914,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,18.65749531,73.79273914,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,18.65674602,73.79206111,Maharashtra,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,23.41206838,88.70466012,West Bengal,3,2017
Outdoor,jio,4G,5,Satisfactory,22.6536417,88.4181187,West Bengal,3,2017
Outdoor,jio,4G,1,Call Dropped,22.63048529,88.45639919,West Bengal,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,20.94252488,72.85537241,Gujarat,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,28.61110637,77.14143722,NCT,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,21.0589959,81.7481069,Chhattisgarh,3,2017
Outdoor,jio,4G,5,Satisfactory,21.0589959,81.7481069,Chhattisgarh,3,2017
Outdoor,jio,4G,4,Satisfactory,26.79568,80.93430833,Uttar Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,12.95761514,77.7009154,Karnataka,3,2017
Outdoor,jio,4G,1,Call Dropped,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,26.7787398,82.1507524,Uttar Pradesh,3,2017
Outdoor,jio,4G,1,Call Dropped,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,12.9574759,77.7008173,Karnataka,3,2017
Outdoor,jio,4G,1,Call Dropped,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,18.97910159,72.83390885,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,26.7787398,82.1507524,Uttar Pradesh,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,20.1719907,79.9790595,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,28.48204537,77.09841614,Haryana,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,11.2082632,79.3678512,Tamil Nadu,3,2017
Outdoor,jio,4G,1,Call Dropped,19.26559156,72.87358061,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,21.2570695,81.6318267,Chhattisgarh,3,2017
Outdoor,jio,4G,3,Satisfactory,28.6239534,77.3641208,Uttar Pradesh,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,19.6105207,74.0456182,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,19.86883803,75.54080254,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Call Dropped,11.2864974,78.23603662,Tamil Nadu,3,2017
Outdoor,jio,4G,5,Satisfactory,28.61110637,77.14143722,NCT,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,28.6917101,77.11478235,NCT,3,2017
Outdoor,jio,4G,5,Satisfactory,28.11639844,80.73465065,Uttar Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,22.7555309,86.209973,Jharkhand,3,2017
Outdoor,jio,4G,4,Satisfactory,20.7084565,77.0134805,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,18.7911506,78.9130883,Telangana,3,2017
Outdoor,jio,4G,5,Satisfactory,12.88830937,77.67530629,Karnataka,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,26.26624574,73.04050392,Rajasthan,3,2017
Outdoor,jio,4G,5,Satisfactory,17.89724864,83.18532231,Andhra Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,28.96311248,77.63657235,Uttar Pradesh,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,32.0308199,77.1264704,Himachal Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,17.25425835,82.53791375,Andhra Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,27.20897,78.0223645,Uttar Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,27.3611973,75.7368784,Rajasthan,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,21.31699883,72.88696909,Gujarat,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,21.31699883,72.88696909,Gujarat,3,2017
Outdoor,jio,4G,3,Satisfactory,19.87286744,75.33174732,Maharashtra,3,2017
Outdoor,jio,4G,3,Satisfactory,19.87286744,75.33174732,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Call Dropped,23.6215814,85.46787172,Jharkhand,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,25.6334223,85.0829181,Bihar,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,25.6275382,85.0725341,Bihar,3,2017
Outdoor,jio,4G,5,Satisfactory,12.8737392,80.2193542,Tamil Nadu,3,2017
Outdoor,jio,4G,4,Satisfactory,18.3042915,83.894456,Andhra Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,18.3042915,83.894456,Andhra Pradesh,3,2017
Outdoor,jio,4G,3,Satisfactory,18.3042915,83.894456,Andhra Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,18.3042915,83.894456,Andhra Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,11.02603821,77.12643485,Tamil Nadu,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,19.60874458,74.96059917,Maharashtra,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,26.10043522,85.91165463,Bihar,3,2017
Outdoor,jio,4G,5,Satisfactory,22.6069593,80.36536777,Madhya Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,12.105871,75.2054232,Kerala,3,2017
Outdoor,jio,4G,1,Call Dropped,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,17.90195372,83.18667277,Andhra Pradesh,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,20.82259687,85.28410919,Odisha,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,12.99551555,77.57176316,Karnataka,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,26.16877441,91.78549965,Assam,3,2017
Outdoor,jio,4G,4,Satisfactory,28.11292106,80.73561704,Uttar Pradesh,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,22.71664047,88.84177549,West Bengal,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Call Dropped,19.18562397,72.9759306,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,25.1487507,75.8512474,Rajasthan,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,22.7683038,86.2002732,Jharkhand,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,13.1190483,77.62117,Karnataka,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,13.11926333,77.61991372,Karnataka,3,2017
Outdoor,jio,4G,4,Satisfactory,28.6313896,77.2793283,NCT,3,2017
Outdoor,jio,4G,4,Satisfactory,22.5902537,88.4096287,West Bengal,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,20.82067975,85.28660963,Odisha,3,2017
Outdoor,jio,4G,5,Satisfactory,23.53972354,74.43472699,Rajasthan,3,2017
Outdoor,jio,4G,4,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,-1,-1,NA,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,4,Satisfactory,20.692105,77.02829333,Maharashtra,3,2017
Outdoor,jio,4G,1,Call Dropped,24.00535322,88.24047684,West Bengal,3,2017
Outdoor,jio,4G,4,Satisfactory,22.7312957,88.8628661,West Bengal,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,24.87205991,92.36072944,Assam,3,2017
Outdoor,jio,4G,5,Satisfactory,10.68463167,79.83362,Tamil Nadu,3,2017
Outdoor,jio,4G,4,Satisfactory,12.63784,79.838215,Tamil Nadu,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,19.08372973,74.74165481,Maharashtra,3,2017
Outdoor,jio,4G,3,Poor Voice Quality,31.33574117,75.61100878,Punjab,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,31.35437181,75.57071885,Punjab,3,2017
Outdoor,jio,4G,1,Poor Voice Quality,23.5775831,87.2778422,West Bengal,3,2017
Outdoor,jio,4G,4,Satisfactory,23.59225585,86.7122679,West Bengal,3,2017
Outdoor,jio,4G,5,Satisfactory,22.50947349,88.33399447,West Bengal,3,2017
Outdoor,jio,4G,5,Satisfactory,-1,-1,NA,3,2017
Outdoor,jio,4G,2,Poor Voice Quality,20.69188038,85.55512594,Odisha,3,2017
Outdoor,jio,4G,5,Satisfactory,12.941515,77.55932667,Karnataka,3,2017
Outdoor,jio,4G,4,Satisfactory,21.2241869,81.6585668,Chhattisgarh,3,2017
Outdoor,jio,4G,5,Satisfactory,18.86536833,82.57325167,Odisha,3,2017
Outdoor,jio,4G,4,Satisfactory,15.43430437,75.63522964,Karnataka,3,2017
Outdoor,jio,4G,1,Call Dropped,31.64670289,76.70873165,Himachal Pradesh,3,2017
Outdoor,jio,4G,5,Satisfactory,19.080465,72.846245,Maharashtra,3,2017
Outdoor,jio,4G,4,Satisfactory,26.020947,89.991993,Assam,3,2017
Outdoor,jio,4G,5,Satisfactory,23.07065,72.57777667,Gujarat,3,2017
